epoch,step,train_loss
0,49,1.1686762571334839
1,99,0.45932868123054504
2,149,0.09616229683160782
3,199,0.08117888122797012
4,249,-0.08090423792600632
5,299,-0.07231736928224564
6,349,-0.024245798587799072
7,399,-0.10243329405784607
8,449,-0.11872241646051407
9,499,-0.13942819833755493
